FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,LEAN
452,574,230,258,0,0,0,0,1
443,530,231,271,0,0,0,0,1
391,472,214,256,0,0,0,0,1
457,513,251,148,0,0,0,1,1
565,537,251,253,0,0,0,0,1
636,544,252,164,0,0,0,1,1
643,540,256,197,0,0,0,0,1
613,535,284,247,0,0,0,0,1
512,469,276,241,0,0,0,0,1
485,478,275,233,0,0,0,0,1
499,485,281,243,0,0,0,0,1
505,482,285,248,0,0,0,0,1
512,484,289,250,0,0,0,0,1
515,487,292,254,0,0,0,0,1
472,482,289,256,0,11,0,0,1
379,462,283,250,0,0,0,0,1
392,465,288,258,0,12,0,0,1
425,466,285,254,0,15,0,0,1
442,481,297,260,0,14,0,0,1
447,477,301,264,0,12,0,0,1
431,459,298,274,0,13,0,0,1
441,464,305,279,0,15,0,0,1
446,465,310,278,0,15,0,0,1
452,469,311,279,0,15,0,0,1
450,469,315,280,0,20,0,0,1
454,470,313,280,0,18,0,0,1
438,460,296,279,0,35,0,0,1
450,466,305,282,0,38,0,0,1
459,469,311,276,0,36,0,0,1
455,455,313,282,0,33,0,0,1
463,471,312,281,0,33,0,0,1
455,465,284,275,0,29,0,0,1
469,440,266,275,0,45,0,0,1
478,420,235,273,0,64,0,0,1
495,429,247,282,0,60,0,0,1
495,432,259,284,0,44,0,0,1
502,434,267,286,0,49,0,0,1
507,439,264,287,0,55,0,0,1
508,442,252,291,0,58,0,0,1
519,452,264,292,0,56,0,0,1
506,441,271,296,0,64,0,0,1
505,443,274,299,0,66,0,0,1
508,444,272,298,0,68,0,0,1
507,429,271,300,0,77,0,0,1
509,429,279,297,0,74,0,0,1
506,420,238,272,0,51,0,0,1
501,416,265,293,0,80,0,0,1
503,420,270,293,0,83,0,0,1
506,422,270,297,0,83,0,0,1
511,425,276,298,0,81,0,0,1
524,437,271,270,0,0,0,0,1
495,473,290,247,0,0,0,0,1
77,506,350,213,0,0,0,0,1
189,422,338,273,0,5,0,0,1
144,320,345,260,0,6,0,0,1
214,316,350,278,0,0,0,0,1
226,435,332,271,0,0,0,1,1
248,441,341,281,0,0,0,0,1
263,444,345,278,0,0,0,0,1
277,449,351,275,0,0,0,0,1
293,454,356,225,0,0,0,0,1
262,485,362,242,0,3,0,0,1
255,499,355,181,0,0,0,0,1
289,495,351,251,0,3,0,0,1
307,494,364,256,0,4,0,0,1
314,481,374,242,0,4,0,0,1
217,510,382,258,0,0,0,0,1
216,509,336,277,0,8,0,0,1
258,485,348,293,0,8,0,1,1
274,501,353,301,0,9,0,0,1
291,502,355,301,0,8,0,0,1
290,505,357,305,0,8,0,0,1
290,504,358,299,0,6,0,0,1
306,495,349,307,0,7,0,0,1
302,497,352,297,0,8,0,0,1
309,493,354,308,0,9,0,0,1
303,477,328,307,0,8,0,0,1
312,483,332,309,0,9,0,0,1
317,489,336,313,0,9,0,0,1
322,493,337,312,0,9,0,0,1
325,494,338,313,0,10,0,0,1
329,497,340,307,2,9,0,0,1
329,499,343,308,2,9,0,0,1
335,502,342,306,2,9,0,0,1
336,500,326,304,2,10,0,0,1
338,502,328,305,2,10,0,0,1
342,504,334,306,2,10,0,0,1
344,504,337,308,2,9,0,0,1
347,505,337,309,2,9,0,1,1
350,505,338,308,2,9,0,0,1
348,505,339,308,3,9,0,0,1
350,506,329,302,3,10,0,0,1
351,506,335,302,3,10,0,0,1
351,507,338,304,3,10,0,0,1
351,508,339,309,3,10,0,0,1
355,508,341,307,4,10,0,0,1
356,509,342,309,3,9,0,0,1
357,505,341,309,5,10,0,0,1
353,505,321,287,9,10,0,1,1
353,507,327,293,11,11,0,0,1
356,507,327,297,11,10,0,0,1
359,506,325,298,13,11,0,0,1
359,501,304,278,15,11,0,0,1
363,519,335,305,0,9,0,0,1
121,560,126,234,0,11,0,0,1
444,350,347,44,135,0,0,0,1
413,459,270,207,79,7,0,0,1
435,481,267,193,75,1,0,0,1
360,463,308,251,48,2,0,0,1
0,513,187,76,60,0,0,0,1
546,512,208,79,69,0,0,0,1
426,491,287,134,72,0,0,0,1
399,440,304,168,75,0,0,0,1
395,438,298,192,59,3,0,0,1
415,442,317,193,67,4,0,0,1
423,448,316,183,69,0,0,0,1
432,453,325,180,69,0,0,0,1
438,459,312,183,66,0,0,0,1
392,480,331,209,58,3,0,0,1
421,487,329,205,60,0,0,0,1
406,489,332,207,52,0,0,0,1
435,482,333,209,63,0,0,0,1
439,482,327,196,64,0,0,1,1
447,483,326,193,68,0,0,0,1
453,484,319,188,71,0,0,0,1
457,486,320,191,71,0,0,0,1
459,487,325,190,72,0,0,0,1
462,488,322,190,72,0,1,0,1
464,488,327,192,72,0,0,0,1
465,490,325,187,72,0,0,0,1
465,490,325,185,71,0,0,0,1
468,491,323,185,72,0,0,0,1
470,492,314,177,72,0,0,0,1
471,492,318,184,72,0,1,1,1
471,492,318,187,72,0,0,0,1
452,500,325,200,63,0,0,0,1
467,496,331,181,69,0,0,0,1
471,498,338,187,79,0,0,0,1
460,507,340,193,69,0,0,0,1
455,496,299,189,66,0,0,0,1
467,490,314,189,69,0,0,0,1
470,492,319,188,70,0,0,0,1
471,492,320,187,71,0,0,0,1
473,494,324,189,74,0,0,0,1
294,505,288,221,0,0,0,0,1
378,496,311,225,43,4,0,0,1
390,497,322,227,47,5,0,0,1
396,499,328,234,48,6,0,0,1
401,500,329,238,49,6,0,0,1
406,500,333,236,49,7,0,0,1
412,500,327,222,52,7,0,0,1
401,499,326,227,51,4,0,0,1
411,501,335,231,52,0,0,0,1
415,503,339,237,53,3,1,0,1
419,499,331,221,58,5,2,1,1
420,499,326,224,57,6,0,0,1
423,500,324,210,58,5,0,0,1
396,504,335,240,43,0,0,0,1
340,502,325,242,45,2,0,0,1
358,504,323,250,18,0,0,0,1
370,504,329,252,23,0,0,0,1
378,504,333,256,33,0,0,0,1
383,505,336,256,34,0,0,0,1
388,505,336,258,40,4,0,0,1
392,505,333,260,42,5,0,0,1
394,505,336,258,43,6,0,0,1
400,505,336,255,45,9,0,0,1
402,505,339,258,46,9,0,0,1
404,506,340,259,46,9,0,0,1
405,506,342,256,46,9,0,0,1
407,507,341,257,49,9,0,0,1
409,507,331,251,42,5,0,0,1
408,499,312,228,45,9,0,1,1
412,496,300,203,48,8,0,0,1
420,502,311,220,49,14,0,0,1
429,522,309,225,18,0,0,0,1
411,458,325,257,45,40,0,0,1
409,498,330,251,58,14,0,0,1
426,501,335,258,56,12,0,0,1
431,502,339,253,58,12,0,1,1
433,500,338,243,61,12,0,0,1
436,501,314,244,60,14,0,0,1
438,504,329,257,59,14,0,0,1
439,505,332,260,59,14,0,0,1
441,506,334,260,62,15,0,0,1
441,505,335,260,63,16,0,1,1
442,506,336,262,60,14,0,0,1
444,506,336,262,63,15,0,0,1
443,508,338,265,64,19,0,0,1
435,504,338,267,59,18,0,0,1
438,507,342,268,61,17,0,0,1
445,508,343,264,64,15,0,0,1
274,517,343,267,25,0,0,0,1
421,531,333,219,0,0,0,0,2
534,534,326,204,0,0,0,0,2
510,544,203,120,0,0,0,7,2
452,476,217,164,0,0,0,0,2
478,505,189,146,0,0,0,0,2
465,505,221,160,0,0,0,0,2
479,508,213,166,0,0,0,0,2
449,505,207,178,0,1,1,0,2
504,509,182,127,0,0,0,1,2
511,500,186,118,0,0,0,2,2
442,505,136,127,0,0,0,0,2
419,479,173,147,0,0,0,0,2
438,479,192,152,0,0,0,0,2
450,483,197,154,0,0,0,0,2
456,484,199,158,0,0,0,0,2
459,485,201,159,0,0,0,0,2
458,485,194,162,0,0,0,0,2
459,482,196,161,0,0,0,0,2
475,489,204,156,0,0,0,0,2
478,490,209,157,0,0,0,0,2
459,489,207,127,0,0,0,0,2
510,504,202,110,0,0,0,9,2
538,499,189,106,0,0,0,15,2
560,494,152,108,0,0,0,7,2
579,485,155,97,0,0,0,8,2
570,487,133,99,0,0,0,5,2
558,472,151,108,0,0,0,10,2
563,464,158,92,0,0,0,7,2
542,457,167,103,0,0,0,6,2
550,471,177,107,0,0,0,7,2
553,476,180,109,0,0,0,8,2
559,483,183,109,0,0,0,6,2
558,488,185,114,0,0,0,4,2
556,488,181,120,0,0,0,7,2
558,489,186,123,0,0,0,8,2
555,490,191,125,0,0,2,5,2
558,492,195,126,0,0,0,5,2
565,493,186,117,0,0,1,8,2
556,490,137,96,0,0,0,6,2
551,493,161,93,0,0,0,4,2
550,496,180,101,0,0,0,4,2
551,497,179,109,0,0,0,5,2
551,495,175,114,0,0,0,6,2
541,478,180,114,0,0,0,0,2
548,472,189,121,0,0,0,1,2
554,475,189,115,0,0,0,0,2
557,491,180,104,0,1,0,5,2
567,496,190,109,0,0,0,7,2
563,501,193,113,0,0,0,0,2
569,503,195,120,0,0,0,0,2
581,507,186,84,0,0,0,5,2
566,490,174,108,0,0,0,1,2
571,499,187,108,0,0,0,4,2
575,502,191,112,0,0,0,1,2
579,503,192,108,0,0,0,0,2
581,504,189,113,0,0,0,1,2
584,506,191,113,0,0,0,0,2
585,508,193,116,0,0,0,0,2
586,507,195,119,0,0,0,0,2
587,507,196,121,0,0,0,1,2
589,508,198,122,0,0,0,0,2
590,508,196,124,0,0,0,0,2
592,509,199,125,0,0,0,0,2
594,511,199,125,0,0,0,0,2
599,492,184,90,0,0,0,6,2
597,454,191,98,0,0,0,6,2
593,456,194,107,0,0,0,8,2
597,460,194,110,0,0,0,5,2
603,461,197,112,0,0,0,4,2
604,461,199,113,0,0,0,4,2
604,464,194,114,0,0,0,4,2
595,461,193,118,0,0,0,0,2
598,462,196,119,0,0,0,0,2
600,465,199,121,0,0,0,0,2
596,469,206,127,0,0,0,7,2
601,462,199,122,0,0,0,4,2
566,497,184,133,0,0,0,2,2
570,500,197,133,0,0,0,0,2
578,503,204,133,0,0,0,2,2
599,484,195,110,0,0,0,4,2
609,478,189,113,0,0,0,6,2
599,489,171,127,0,0,0,5,2
599,490,176,134,0,0,0,4,2
601,489,183,135,0,0,0,3,2
602,490,188,139,0,0,0,0,2
604,489,188,141,0,0,0,1,2
606,489,192,142,0,0,0,2,2
610,491,187,135,0,0,0,0,2
612,489,190,138,0,0,0,0,2
613,490,194,141,0,0,1,0,2
613,492,194,141,0,0,0,0,2
613,491,195,143,0,0,0,4,2
614,492,197,142,0,0,0,1,2
616,492,197,141,0,0,0,1,2
617,493,199,142,0,0,0,0,2
583,474,138,115,0,0,0,0,2
550,407,157,120,0,0,0,3,2
524,429,158,129,0,0,0,1,2
544,436,165,127,0,0,0,0,2
555,438,170,131,0,0,0,0,2
443,492,124,135,0,0,1,0,2
575,558,82,57,11,0,38,27,3
559,530,103,74,19,0,28,20,3
581,538,111,87,20,0,31,15,3
573,536,114,89,14,0,14,16,3
593,543,119,93,15,0,34,14,3
595,545,120,94,17,0,34,12,3
602,546,125,97,17,0,31,14,3
605,548,124,100,19,0,32,10,3
606,548,120,100,17,0,30,8,3
605,550,124,103,16,0,13,9,3
607,548,128,103,18,0,30,6,3
608,548,132,104,20,0,35,7,3
610,548,135,105,19,0,35,6,3
611,550,135,104,19,0,39,6,3
613,551,139,106,20,0,44,7,3
613,551,139,107,21,0,39,5,3
614,552,139,108,18,0,27,5,3
614,553,138,107,18,0,39,7,3
614,554,140,108,18,0,40,7,3
613,551,132,108,22,0,48,7,3
614,549,132,106,24,0,53,7,3
615,541,113,98,23,0,50,8,3
614,542,114,90,21,0,42,7,3
614,544,130,104,20,0,67,7,3
615,540,137,107,19,0,53,9,3
614,542,139,108,19,0,65,7,3
590,543,129,93,19,0,63,23,3
579,494,137,99,18,0,55,7,3
586,536,143,99,18,0,71,8,3
584,545,144,100,20,0,79,7,3
591,549,149,100,18,0,83,7,3
596,550,152,103,20,0,87,7,3
602,550,147,103,18,0,69,7,3
588,554,128,96,15,0,78,7,3
530,575,98,71,13,1,58,9,3
543,575,59,72,15,0,24,8,3
556,573,75,70,13,0,48,7,3
568,561,86,75,15,0,52,11,3
588,567,89,81,15,0,54,18,3
588,575,92,82,16,0,62,21,3
599,572,95,88,16,0,53,19,3
600,576,98,93,10,0,50,28,3
604,576,103,101,10,0,55,20,3
600,573,92,96,6,0,63,38,3
598,562,102,95,4,0,47,39,3
595,561,108,96,4,0,50,18,3
608,566,108,95,6,0,44,16,3
611,569,111,100,7,0,46,14,3
587,538,94,75,14,0,22,7,3
586,544,111,93,12,0,25,8,3
593,549,115,97,12,0,27,6,3
595,554,108,97,10,0,46,14,3
588,567,116,95,10,0,38,9,3
597,568,121,102,10,0,45,10,3
603,561,93,85,1,0,43,23,3
595,539,105,83,14,0,46,24,3
576,514,103,79,15,0,17,7,3
589,524,109,91,14,0,23,8,3
597,531,115,93,13,0,27,8,3
539,558,119,93,14,0,19,9,3
594,561,130,95,17,0,30,10,3
591,548,118,94,17,0,28,9,3
587,534,110,104,15,0,13,7,3
591,529,117,109,17,0,15,7,3
598,537,119,110,20,0,17,6,3
603,541,119,107,17,0,16,6,3
606,541,124,106,17,0,24,6,3
605,545,126,111,18,0,26,6,3
600,514,125,116,13,0,32,6,3
595,528,132,123,15,0,26,6,3
598,529,133,126,14,0,25,6,3
602,530,137,128,15,0,25,6,3
592,532,134,130,15,0,20,5,3
590,517,132,116,16,0,19,6,3
597,556,79,79,7,0,36,41,3
604,530,107,106,9,0,46,19,3
608,529,106,105,8,0,30,27,3
587,508,85,80,9,0,15,21,3
587,543,96,103,13,0,15,9,3
596,514,91,111,12,0,28,12,3
606,537,105,103,12,0,34,15,3
607,515,105,110,11,0,24,6,3
586,519,74,102,9,0,22,24,3
605,549,81,105,9,0,21,46,3
607,548,92,102,9,0,71,24,3
606,545,95,104,9,0,50,29,3
611,545,105,107,9,0,50,19,3
621,540,113,104,5,0,68,27,3
627,541,50,85,0,0,57,27,3
621,527,68,75,0,0,54,26,3
616,544,86,77,0,0,51,25,3
622,546,78,93,1,0,64,29,3
608,549,91,101,8,0,76,20,3
617,552,94,103,7,0,71,9,3
614,550,102,110,11,0,71,8,3
598,556,97,102,11,0,88,9,3
609,549,95,90,11,0,70,15,3
622,555,104,97,12,0,82,9,3
622,558,111,101,13,0,87,9,3
625,559,115,102,14,0,77,14,3
629,562,114,104,15,0,82,15,3
618,553,99,89,11,0,90,27,3
555,572,99,86,9,0,42,7,3
568,559,119,69,18,0,50,4,3
559,565,95,64,14,0,57,7,3
571,570,94,76,13,0,46,6,3
570,568,101,83,14,0,45,6,3
572,566,103,92,15,0,20,7,3
601,572,105,91,12,0,77,8,3
591,553,101,84,11,0,83,8,3
594,559,106,86,11,0,77,7,3
595,561,108,87,10,0,88,6,3
597,561,111,88,15,0,90,7,3
600,565,111,88,15,1,88,5,3
600,566,110,91,14,0,94,8,3
600,565,110,92,15,0,95,7,3
601,565,111,94,15,0,75,7,3
602,562,108,97,15,0,89,6,3
602,557,107,93,15,0,91,7,3
592,561,99,87,16,0,90,8,3
593,558,92,93,16,0,94,8,3
601,524,80,74,12,0,95,8,3
591,539,97,94,12,0,94,6,3
606,504,92,90,10,0,96,8,3
583,538,74,69,0,0,79,6,3
592,555,79,82,10,0,59,6,3
600,570,91,85,6,0,76,9,3
606,569,97,96,2,0,68,8,3
584,560,71,77,1,0,74,8,3
578,535,65,85,3,0,53,6,3
576,556,55,81,0,0,71,8,3
531,538,71,83,11,0,55,4,3
577,538,77,93,10,0,76,6,3
580,548,68,90,7,0,97,8,3
588,551,76,94,12,0,101,7,3
590,555,81,98,8,0,103,8,3
590,555,84,100,12,0,98,8,3
594,550,84,101,13,0,92,8,3
584,545,71,98,11,0,78,8,3
572,524,73,100,11,0,76,7,3
577,539,81,105,14,0,85,8,3
577,541,79,108,13,0,93,8,3
376,334,128,166,15,0,1,0,4
559,403,62,64,0,0,0,0,4
579,330,96,53,0,0,0,0,4
550,459,76,72,0,0,7,0,4
588,427,101,54,0,0,0,0,4
589,446,86,60,0,0,0,0,4
591,435,99,66,0,0,0,0,4
589,431,110,69,0,0,0,0,4
592,424,107,67,9,0,5,0,4
587,430,110,67,0,0,1,0,4
589,445,116,75,0,0,2,0,4
590,401,109,68,6,0,2,0,4
588,429,109,76,0,0,6,0,4
593,431,114,74,0,0,0,0,4
597,439,124,83,0,0,0,0,4
597,435,126,84,0,0,1,0,4
598,441,128,84,0,0,0,0,4
599,433,128,83,0,0,1,0,4
600,437,133,85,0,0,0,0,4
602,441,135,85,0,0,0,0,4
605,448,127,83,0,0,0,0,4
594,425,121,70,0,0,0,0,4
601,416,115,73,0,0,2,0,4
599,417,115,76,0,0,1,0,4
601,417,121,79,0,0,0,0,4
600,434,120,79,0,0,0,0,4
599,413,121,77,0,0,2,0,4
599,422,127,79,0,0,0,0,4
600,424,128,80,0,0,0,0,4
602,425,132,77,0,0,0,0,4
602,429,124,81,0,0,1,0,4
595,431,129,83,0,0,2,0,4
598,428,133,83,0,0,3,0,4
600,426,134,83,0,0,2,0,4
600,425,135,84,0,0,0,0,4
596,417,134,80,0,0,0,0,4
601,413,131,82,0,0,2,0,4
593,391,116,81,0,0,1,0,4
599,414,123,82,0,0,0,0,4
598,416,126,85,0,0,1,0,4
601,420,121,86,0,0,0,0,4
603,424,128,88,0,0,1,0,4
605,422,130,89,0,0,2,1,4
606,421,132,89,0,0,1,0,4
607,420,132,89,0,0,1,0,4
607,422,133,88,0,0,2,0,4
608,420,135,89,0,0,0,0,4
608,420,138,89,0,0,2,0,4
609,422,136,88,0,0,0,0,4
607,413,134,89,0,0,3,0,4
604,422,125,84,0,0,0,0,4
605,422,133,85,0,0,0,0,4
604,410,131,87,0,0,0,0,4
602,411,135,89,0,0,3,0,4
603,411,134,88,0,0,2,0,4
607,411,96,78,0,0,0,0,4
599,372,91,79,0,0,2,0,4
122,360,133,1,0,0,0,0,4
555,506,163,64,0,0,0,1,4
577,418,150,48,20,0,0,0,4
560,356,169,51,6,0,0,1,4
544,264,193,74,6,0,0,0,4
544,314,200,67,15,0,0,0,4
566,339,198,73,19,0,0,0,4
565,302,201,81,17,0,0,0,4
565,406,196,70,10,0,0,0,4
571,384,188,63,18,0,0,0,4
571,343,210,77,18,0,0,1,4
572,364,225,76,17,0,0,0,4
576,369,228,81,18,0,0,0,4
586,348,222,80,15,0,0,0,4
578,362,218,81,17,0,0,0,4
583,363,223,85,19,0,0,0,4
585,365,227,86,19,0,0,0,4
588,368,233,88,22,1,0,0,4
587,366,234,88,17,0,0,0,4
590,370,233,87,10,0,0,0,4
590,373,236,90,13,0,0,0,4
592,365,239,88,23,0,0,0,4
594,370,240,91,19,0,0,0,4
596,375,241,91,19,0,0,0,4
598,375,240,92,19,0,0,0,4
598,379,242,92,20,0,0,0,4
599,381,244,93,24,0,0,0,4
599,382,244,93,23,0,0,0,4
600,383,243,94,22,0,0,0,4
600,385,245,94,26,0,0,0,4
601,382,246,95,25,0,1,0,4
601,384,245,94,25,0,0,0,4
600,386,245,95,24,0,0,0,4
601,385,242,94,11,0,0,0,4
598,472,226,63,2,0,2,0,4
603,402,241,73,15,0,0,0,4
603,398,241,80,23,0,0,0,4
603,407,237,84,23,0,0,0,4
598,427,231,77,16,0,0,0,4
600,368,229,69,0,0,0,0,4
605,375,239,74,19,0,0,0,4
606,378,241,78,22,0,0,0,4
608,379,238,80,19,0,0,0,4
609,382,241,81,22,0,0,0,4
610,385,242,83,22,0,0,0,4
611,389,244,85,21,0,0,0,4
610,390,244,84,22,0,0,0,4
611,392,240,85,23,0,0,0,4
611,392,243,86,23,0,0,0,4
612,393,246,85,24,0,2,0,4
612,393,242,86,21,0,0,1,4
612,392,243,87,22,0,0,0,4
611,396,243,87,16,0,0,0,4
531,500,267,228,0,0,1,0,0
554,520,262,233,0,0,0,0,0
523,488,241,232,0,0,2,1,0
532,489,251,248,0,0,0,0,0
539,497,268,258,0,0,0,0,0
541,498,262,256,0,0,0,0,0
564,535,231,234,0,0,0,0,0
574,550,260,248,0,0,0,0,0
506,504,283,248,0,0,0,0,0
506,507,282,235,0,0,0,0,0
516,516,294,246,0,0,0,0,0
521,503,295,251,0,0,1,0,0
522,515,294,237,0,0,0,0,0
550,516,303,251,0,0,0,0,0
545,541,292,226,0,0,0,1,0
500,536,292,274,0,0,0,0,0
489,534,285,276,0,0,0,0,0
520,521,284,302,0,0,0,0,0
497,522,284,294,0,0,0,0,0
503,551,284,236,0,0,0,0,0
521,537,296,291,0,0,0,0,0
521,528,299,304,0,0,0,0,0
529,526,302,296,0,0,0,0,0
545,513,311,309,0,0,0,0,0
527,512,316,306,0,0,0,0,0
510,537,297,312,0,0,0,7,0
521,548,305,319,0,0,0,1,0
546,512,313,334,0,0,0,0,0
550,543,263,320,0,0,0,0,0
558,544,296,325,0,0,0,0,0
502,574,296,278,0,0,1,9,0
501,577,290,227,0,0,0,2,0
514,540,286,275,0,0,0,0,0
524,527,299,267,0,0,0,12,0
532,537,308,284,0,0,0,11,0
534,541,326,289,0,0,0,13,0
536,550,319,276,0,0,0,8,0
536,548,313,285,0,0,0,9,0
540,544,283,299,0,0,0,5,0
540,521,303,308,0,0,0,9,0
544,519,290,294,0,0,0,8,0
538,524,300,264,0,0,0,18,0
461,557,235,271,0,0,1,5,0
401,536,196,218,0,0,0,0,0
487,528,238,276,0,0,0,0,0
493,505,243,306,0,0,0,0,0
519,524,246,282,0,0,0,1,0
513,555,239,280,0,0,0,0,0
551,508,241,268,0,0,0,0,0
525,536,310,252,0,0,1,24,0
519,533,259,271,0,0,1,4,0
533,537,279,276,0,0,0,4,0
539,541,275,279,0,0,0,3,0
543,543,279,278,0,0,0,2,0
546,544,287,286,0,0,0,4,0
546,545,292,287,0,0,0,4,0
533,520,255,277,0,0,0,6,0
541,527,279,274,0,0,0,5,0
546,531,294,284,0,0,0,4,0
550,531,295,284,0,0,0,5,0
541,537,287,274,0,0,0,3,0
550,529,275,276,0,0,0,6,0
535,548,263,272,0,0,0,1,0
542,475,212,158,0,0,0,0,0
470,563,200,244,0,0,0,0,0
503,521,234,232,0,0,0,3,0
518,531,249,244,0,0,0,1,0
526,538,255,249,0,0,0,5,0
532,544,257,247,0,0,0,0,0
547,549,262,233,0,0,0,0,0
586,586,199,192,0,0,0,0,0
586,581,229,239,0,0,0,0,0
527,582,282,270,0,0,0,0,0
486,611,204,297,0,0,0,0,0
448,640,153,320,0,0,0,0,0
374,616,124,317,0,0,0,0,0
372,588,155,323,0,0,0,0,0
398,574,258,282,0,0,0,4,0
482,570,245,315,0,0,0,0,0
466,506,272,313,0,0,0,4,0
474,505,276,291,0,0,0,0,0
473,490,278,288,0,0,0,6,0
473,489,270,291,0,0,0,3,0
477,497,280,293,0,0,0,6,0
480,506,287,298,0,0,0,5,0
484,511,290,299,0,0,0,5,0
483,513,293,286,0,0,0,6,0
486,515,297,290,0,0,0,6,0
486,518,300,291,0,0,0,5,0
487,521,302,290,0,1,0,6,0
488,520,304,291,0,0,0,5,0
490,523,305,294,0,0,0,6,0
490,523,306,293,0,0,0,4,0
491,526,309,293,0,0,0,7,0
492,527,308,296,0,0,0,7,0
492,527,309,296,0,0,0,6,0
493,527,310,296,0,0,1,6,0
494,528,310,294,0,0,0,6,0
494,528,307,289,0,0,0,6,0
484,528,297,268,0,0,0,7,0
491,526,293,265,0,0,0,6,0
498,520,299,262,0,0,0,5,0
477,516,293,243,0,0,0,9,0
481,513,308,264,0,0,0,6,0
483,513,313,270,0,0,0,7,0
480,516,314,271,0,0,0,8,0
485,519,308,274,0,0,0,15,0
494,515,303,265,0,0,0,9,0
483,524,309,253,0,0,0,10,0
484,523,310,263,0,0,0,8,0
492,518,320,271,0,0,0,6,0
485,522,307,256,0,0,0,19,0
485,524,322,271,0,0,0,8,0
486,528,324,274,0,0,0,10,0
494,527,329,278,0,0,1,13,0
497,525,327,272,0,0,1,27,0
497,527,326,274,0,0,0,22,0
497,529,330,280,0,0,0,17,0
499,532,330,277,0,0,0,21,0
496,534,313,272,0,0,0,24,0
504,536,314,275,0,0,0,13,0
499,534,290,265,0,0,0,17,0
494,534,308,280,0,0,0,6,0
492,536,321,284,0,0,0,7,0
495,537,327,285,0,0,1,8,0
497,538,329,286,0,0,0,8,0
498,539,330,288,0,0,0,8,0
500,540,332,288,0,0,1,8,0
501,541,331,289,0,0,0,8,0
502,542,333,291,0,0,0,8,0
503,542,333,290,0,0,0,9,0
504,543,335,290,0,0,0,10,0
505,543,335,290,0,0,0,9,0
505,543,336,292,0,0,0,10,0
506,543,335,292,0,0,0,10,0
506,543,337,292,0,0,0,10,0
507,543,338,292,0,0,0,12,0
507,544,338,292,0,0,0,12,0
508,545,339,294,0,0,0,12,0
508,545,339,295,0,0,0,13,0
508,546,339,294,0,0,0,14,0
509,545,340,295,0,0,0,14,0
508,544,340,294,0,0,0,14,0
509,545,340,295,0,0,1,15,0
509,545,342,296,0,0,0,15,0
509,545,340,296,0,0,1,13,0
495,539,327,285,0,0,0,23,0
500,538,330,272,0,0,0,18,0
501,537,329,272,0,0,0,20,0
503,535,334,274,0,0,0,15,0
504,535,336,274,0,0,0,14,0
505,538,338,278,0,0,0,18,0
507,539,340,279,0,0,0,16,0
508,539,342,281,0,0,0,18,0
508,539,343,283,0,0,0,18,0
509,541,343,284,0,0,0,16,0
509,540,339,282,0,0,1,19,0
497,540,327,255,0,0,0,8,0
504,533,331,259,0,0,0,15,0
507,536,330,263,0,0,0,14,0
511,539,336,268,0,0,0,17,0
508,540,327,258,0,0,0,7,0
512,540,333,270,0,0,0,7,0
513,539,337,273,0,0,0,7,0
511,541,337,274,0,0,1,11,0
512,542,339,276,0,0,0,11,0
512,542,340,276,0,0,0,15,0
513,543,341,278,0,0,0,14,0
512,543,345,279,0,0,0,13,0
512,543,344,280,0,0,0,10,0
511,543,345,279,0,0,0,10,0
512,545,346,281,0,0,0,11,0
514,545,346,281,0,0,0,11,0
514,544,347,282,0,0,0,12,0
513,545,348,283,0,0,0,12,0
510,545,344,279,0,0,0,16,0
514,546,346,281,0,0,0,11,0
514,546,347,283,0,0,0,15,0
512,546,337,280,0,0,0,12,0
514,536,345,274,0,0,0,7,0
515,536,346,272,0,0,0,9,0
508,534,326,256,0,0,0,7,0
503,533,308,267,0,0,0,8,0
507,533,289,275,0,0,0,2,0
512,528,302,268,0,0,1,6,0
511,537,306,266,0,0,0,5,0
511,536,282,271,0,0,1,7,0
511,537,293,271,0,0,0,7,0
515,537,303,274,0,0,0,7,0
515,537,306,276,0,0,0,6,0
516,537,307,276,0,0,0,8,0
516,539,310,275,0,0,0,8,0
516,540,312,278,0,0,0,6,0
517,539,314,278,0,0,0,7,0
518,538,316,278,0,0,0,8,0
517,539,316,279,0,0,0,8,0
518,539,317,280,0,0,0,8,0
519,541,320,278,0,0,0,7,0
519,541,320,280,0,0,0,7,0
518,541,321,279,0,0,0,9,0
520,542,321,279,0,0,1,8,0
514,544,316,270,0,0,0,8,0
515,544,317,278,0,0,0,11,0
518,544,323,278,0,0,0,20,0
518,545,325,279,0,0,0,17,0
519,545,324,279,0,0,0,17,0
520,539,308,263,0,0,0,27,0
518,544,323,270,0,0,0,27,0
519,545,327,273,0,0,0,28,0
519,546,328,271,0,0,0,31,0
513,545,327,275,0,0,0,36,0
520,536,326,275,0,0,0,37,0
521,539,332,276,0,0,0,35,0
521,541,332,276,0,0,0,35,0
520,543,333,277,0,0,0,34,0
520,544,334,278,0,0,0,34,0
519,546,332,279,0,0,0,34,0
515,546,334,278,0,0,0,32,0
516,544,335,279,0,0,0,33,0
517,545,334,281,0,0,0,35,0
517,547,335,281,0,0,0,32,0
519,547,336,282,0,0,0,33,0
520,547,336,284,0,0,0,33,0
520,548,338,284,0,0,0,35,0
520,549,339,284,0,0,0,35,0
520,549,339,283,0,0,0,36,0
521,551,341,285,0,0,1,36,0
521,550,340,285,0,0,0,34,0
522,551,340,284,0,0,1,34,0
