FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,LEAN
684,683,108,90,0,0,0,0,1
652,645,106,94,0,0,0,0,1
662,647,113,97,0,0,0,0,1
665,648,107,98,0,0,0,0,1
668,649,112,101,0,0,0,0,1
670,650,117,102,0,0,0,0,1
669,651,112,104,0,0,0,0,1
670,652,112,105,0,0,0,0,1
673,652,116,105,0,0,0,0,1
673,655,116,107,0,0,0,0,1
675,656,118,107,0,0,0,0,1
675,656,120,107,0,0,0,0,1
677,658,119,107,0,0,0,0,1
678,658,121,109,0,0,0,0,1
679,658,119,108,0,0,0,0,1
679,659,110,109,0,0,0,0,1
679,659,115,109,0,0,0,0,1
679,659,117,109,0,0,0,0,1
679,661,114,111,0,0,0,0,1
675,667,77,93,0,0,0,0,1
628,648,66,56,0,0,0,0,1
631,643,75,65,0,0,0,0,1
643,644,75,67,0,0,0,0,1
649,645,80,68,0,0,0,0,1
652,647,82,68,0,0,0,0,1
655,647,75,69,0,0,0,0,1
657,647,78,70,0,0,0,0,1
660,648,80,71,0,0,0,0,1
661,648,75,71,0,0,0,0,1
662,650,80,72,0,0,0,0,1
664,651,78,73,0,0,0,0,1
664,650,82,73,0,0,0,0,1
665,651,79,74,0,0,0,0,1
666,650,82,75,0,0,0,0,1
666,650,81,75,0,0,0,0,1
666,650,80,76,0,0,0,0,1
667,651,79,76,0,0,0,0,1
668,652,80,78,0,0,0,0,1
668,652,77,78,0,0,0,0,1
668,651,71,79,0,0,0,0,1
670,652,79,80,0,0,0,0,1
669,651,79,79,0,0,0,0,1
669,652,80,80,0,0,0,0,1
668,651,78,71,0,0,0,0,1
665,652,80,75,0,0,0,0,1
667,652,83,78,0,0,0,0,1
667,652,85,79,0,0,0,0,1
668,654,81,80,0,0,0,0,1
668,652,84,82,0,0,0,0,1
686,685,77,72,0,0,0,0,1
647,679,78,111,0,0,0,0,1
660,670,102,98,0,0,0,0,1
658,670,110,111,0,0,0,0,1
658,670,116,116,0,0,0,0,1
662,671,114,118,0,0,0,0,1
662,669,118,121,0,0,0,0,1
663,670,120,122,0,0,0,0,1
664,669,122,125,0,0,0,0,1
665,670,124,126,0,0,0,0,1
665,670,123,127,0,0,0,0,1
666,669,126,127,0,0,0,0,1
667,668,129,129,0,0,0,0,1
650,650,132,131,0,0,0,0,1
638,565,125,132,0,22,0,0,1
647,573,143,126,0,4,0,0,1
654,583,146,135,0,6,0,0,1
687,620,87,79,0,0,0,0,1
703,679,0,9,0,0,0,0,1
677,712,0,9,0,0,0,0,1
703,709,0,0,0,0,0,0,1
704,712,60,35,0,0,0,0,1
712,715,58,31,0,0,0,0,1
717,732,22,25,0,0,0,0,1
720,735,47,40,0,0,0,0,1
728,731,72,40,0,0,0,0,1
730,728,75,40,0,0,0,0,1
729,725,68,41,0,0,0,0,1
724,724,71,41,0,0,0,0,1
720,723,68,43,0,0,0,0,1
718,723,69,45,0,0,0,0,1
717,722,75,42,0,0,0,0,1
716,722,74,47,0,0,0,0,1
716,722,78,44,0,0,0,0,1
714,722,74,48,0,0,0,0,1
715,720,74,47,0,0,0,0,1
716,719,75,51,0,0,0,0,1
716,720,67,47,0,0,0,0,1
714,719,77,45,0,0,1,0,1
715,718,75,48,0,0,0,0,1
712,718,76,51,0,0,0,0,1
711,715,78,50,0,0,0,0,1
709,717,81,51,0,0,0,0,1
709,714,82,54,0,0,0,0,1
710,715,81,53,0,0,0,0,1
711,715,83,54,0,0,0,0,1
710,715,83,55,0,0,0,0,1
709,715,78,55,0,0,0,0,1
709,715,80,54,0,0,0,0,1
709,715,82,50,0,0,0,0,1
710,716,78,46,0,0,0,0,1
708,715,85,49,0,0,0,0,1
707,713,76,49,0,0,0,0,1
708,715,80,47,0,0,0,0,1
707,714,78,50,0,0,0,0,1
708,713,77,46,0,0,0,0,1
709,714,73,49,0,0,0,0,1
663,724,32,50,0,0,0,0,1
639,748,0,62,0,0,0,0,1
650,720,12,55,0,0,0,0,1
658,714,61,75,0,0,0,0,1
660,715,55,79,0,0,0,0,1
664,712,74,82,0,0,0,0,1
667,713,76,87,0,0,0,0,1
669,713,75,89,0,0,0,0,1
672,715,68,90,0,0,0,0,1
675,715,65,91,0,0,0,0,1
677,715,69,91,0,0,0,0,1
679,727,65,83,0,0,0,0,1
681,734,60,81,0,0,0,0,1
683,735,73,93,0,0,0,0,1
684,735,68,97,0,0,0,0,1
687,734,69,96,0,0,0,0,1
688,736,74,99,0,0,0,0,1
689,736,64,99,0,0,0,0,1
692,731,72,95,0,0,0,0,1
697,723,76,83,0,0,0,0,1
706,729,81,80,0,0,0,0,1
695,723,73,73,0,0,0,0,1
692,715,68,78,0,0,1,0,1
669,701,60,75,0,0,0,0,1
653,691,70,87,0,0,0,0,1
660,690,77,90,0,0,0,0,1
665,693,80,93,0,0,0,0,1
671,696,74,89,0,0,0,0,1
672,696,73,93,0,0,0,0,1
672,696,77,95,0,0,0,0,1
673,697,78,95,0,0,0,0,1
673,697,84,95,0,0,0,0,1
674,697,69,94,0,0,0,0,1
675,697,83,94,0,0,0,0,1
674,696,74,94,0,0,0,0,1
675,696,78,93,0,0,0,0,1
676,698,85,94,0,0,0,0,1
675,697,68,92,0,0,0,0,1
663,691,85,96,0,0,0,0,1
670,696,63,93,0,0,0,0,1
673,694,85,96,0,0,0,0,1
677,695,92,99,0,0,0,0,1
676,695,89,100,0,0,0,0,1
677,695,83,101,0,0,0,0,1
677,695,93,101,0,0,0,0,1
677,696,84,101,0,0,0,0,1
678,692,93,91,0,0,0,0,1
686,683,73,41,0,0,0,0,1
675,674,78,61,0,0,0,0,1
717,695,89,69,0,0,0,0,1
710,692,64,70,0,0,0,0,1
725,696,91,68,0,0,0,0,1
719,696,92,61,0,0,0,0,1
723,698,93,66,0,0,0,0,1
720,703,105,72,0,0,0,0,1
706,704,114,75,0,0,0,0,1
712,705,120,80,0,0,0,0,1
698,660,85,75,0,0,0,0,1
697,102,132,0,0,0,0,0,4
698,265,167,17,0,0,0,0,4
682,389,164,15,0,0,0,0,4
693,422,173,26,0,0,0,0,4
689,441,168,28,0,0,0,0,4
698,447,182,30,0,0,0,0,4
700,462,182,29,0,0,0,0,4
687,461,143,41,0,0,0,0,4
692,428,158,51,0,0,0,0,4
706,430,160,44,0,0,0,0,4
629,491,113,60,0,0,0,0,4
644,479,142,58,0,0,0,0,4
647,503,159,77,0,0,1,0,4
633,373,141,23,8,32,0,0,4
621,459,150,48,0,26,0,0,4
628,482,149,70,0,5,0,0,4
637,488,157,74,0,0,0,0,4
670,445,185,22,0,0,0,0,4
0,345,92,0,107,0,0,0,4
1,443,149,0,10,0,0,0,4
623,371,121,0,0,0,0,0,4
659,394,99,0,0,0,0,0,4
653,484,92,4,0,0,0,0,4
643,489,112,2,0,0,0,0,4
651,494,117,2,0,0,0,0,4
648,500,109,10,0,0,0,0,4
587,491,97,26,1,0,0,0,4
636,480,115,4,0,0,0,0,4
659,346,76,0,0,0,0,0,4
0,313,60,28,0,0,0,0,4
644,419,68,20,0,0,0,0,4
652,412,68,32,0,0,0,0,4
660,356,53,25,0,0,0,0,4
665,284,68,29,0,0,0,0,4
668,380,65,34,0,0,0,0,4
670,385,70,36,0,0,1,0,4
674,364,76,25,0,0,0,0,4
664,188,77,1,0,0,0,0,4
681,96,31,4,0,0,0,0,4
713,0,86,0,85,0,0,0,4
689,0,177,0,0,0,0,0,4
680,142,50,0,0,0,0,0,4
703,18,196,28,0,0,0,0,4
661,413,146,73,0,4,0,0,4
662,457,121,68,0,0,0,0,4
664,485,144,77,1,0,0,0,4
672,489,148,80,1,0,0,0,4
668,483,148,83,0,0,0,0,4
669,326,130,53,0,0,0,0,4
670,444,132,66,0,0,0,0,4
674,482,128,68,0,0,0,0,4
676,489,136,71,0,0,0,0,4
678,493,123,73,0,0,0,0,4
680,495,128,75,0,0,0,0,4
681,498,126,74,0,0,0,0,4
681,481,111,72,0,0,0,0,4
689,352,116,57,0,0,0,0,4
671,353,109,42,0,0,0,0,4
672,397,118,49,0,0,0,1,4
676,412,126,52,0,0,0,0,4
679,402,135,44,0,0,0,0,4
684,265,131,33,1,0,0,0,4
638,0,90,82,1,4,0,0,4
616,452,116,92,15,0,0,0,4
225,260,26,0,0,0,0,0,4
658,480,235,98,38,8,0,0,4
698,438,215,41,114,8,0,0,4
699,408,194,19,126,19,0,0,4
722,368,267,18,149,0,0,0,4
694,439,193,23,131,0,0,0,4
698,450,202,29,133,0,0,0,4
698,457,202,28,134,0,0,0,4
700,463,210,32,134,0,0,0,4
700,465,215,30,135,0,0,0,4
700,468,213,31,135,0,0,0,4
702,471,207,31,132,0,0,0,4
700,466,203,24,123,0,0,0,4
700,476,208,29,130,0,0,0,4
697,471,211,27,132,0,0,0,4
696,446,162,13,129,2,0,0,4
0,415,166,3,126,0,0,0,4
1,170,240,19,85,6,0,0,4
0,3,229,9,92,0,0,0,4
0,309,229,3,104,0,0,0,4
0,346,238,0,94,0,0,0,4
0,367,252,4,95,0,0,0,4
0,388,236,11,103,0,0,0,4
0,453,206,28,57,0,0,0,4
0,507,220,41,48,0,0,0,4
0,386,221,71,65,0,0,0,4
0,409,226,69,93,34,0,0,4
0,422,239,59,73,28,0,0,4
0,433,245,69,76,29,0,0,4
0,423,233,49,74,19,0,0,4
0,435,241,55,80,21,0,0,4
0,395,270,42,66,36,0,0,4
0,0,298,70,48,58,0,0,4
0,181,230,44,33,0,0,0,4
0,376,215,42,0,0,0,0,4
0,412,218,45,0,0,0,0,4
0,430,221,52,0,0,0,0,4
313,408,213,80,122,0,0,0,4
0,486,148,6,5,0,0,0,4
0,493,127,7,0,0,0,0,4
642,443,187,67,0,0,0,0,4
543,352,197,77,0,0,0,0,4
656,394,184,78,0,0,0,0,4
533,350,224,80,0,0,0,0,4
657,395,167,75,0,0,0,0,4
749,0,154,17,0,0,0,0,4
735,29,182,0,0,0,0,0,4
731,140,182,0,0,0,0,0,4
735,198,169,0,0,0,0,0,4
723,300,168,1,0,0,0,0,4
739,300,166,3,0,0,0,0,4
734,137,210,0,0,0,0,0,4
730,340,167,1,0,0,0,0,4
734,380,180,1,0,0,0,0,4
739,397,185,3,0,0,0,0,4
747,322,181,0,0,0,0,0,4
747,63,209,0,0,0,0,0,4
747,155,212,0,0,0,0,0,4
748,167,225,0,0,0,0,0,4
756,84,231,0,0,0,0,0,4
757,71,241,0,0,0,0,0,4
756,4,230,0,0,0,0,0,4
747,19,225,0,0,0,0,0,4
736,168,226,0,0,0,0,0,4
745,241,235,0,0,0,0,0,4
727,340,239,0,0,0,0,0,4
692,366,232,4,0,0,0,0,4
763,6,204,0,0,0,0,0,4
771,0,214,0,0,0,0,0,4
769,28,205,286,0,0,0,0,4
762,90,213,9,0,0,0,0,4
767,48,224,0,0,0,0,0,4
755,194,196,44,0,0,0,0,4
747,268,183,95,0,0,0,0,4
753,219,171,0,0,0,0,0,4
754,260,185,114,0,0,0,0,4
755,266,194,131,0,0,1,0,4
755,270,200,132,0,0,0,0,4
756,269,200,57,0,0,0,0,4
757,271,205,69,0,0,0,0,4
756,267,207,68,0,0,0,0,4
766,186,207,23,0,0,2,0,4
754,277,222,0,0,0,0,0,4
746,325,181,0,0,0,0,0,4
727,299,218,0,0,0,0,0,4
742,337,212,0,0,0,0,0,4
704,185,189,0,0,0,0,0,4
655,0,304,56,0,0,0,0,4
688,12,281,52,0,0,0,0,4
694,0,281,45,0,0,0,0,4
696,0,287,42,0,0,0,0,4
699,0,291,45,0,0,0,0,4
699,0,295,47,0,0,0,0,4
700,7,297,49,0,0,0,0,4
702,10,299,49,0,0,0,0,4
702,11,302,47,0,0,0,0,4
704,12,303,50,0,0,0,0,4
704,12,300,48,0,0,1,0,4
704,12,304,53,0,0,0,1,4
704,11,305,53,0,0,0,0,4
706,18,295,54,0,0,0,0,4
707,14,295,34,0,0,0,0,4
707,8,275,24,0,0,0,0,4
709,16,264,29,0,0,0,0,4
708,13,238,29,0,0,0,0,4
709,21,257,31,0,0,0,0,4
711,23,265,28,0,0,0,0,4
712,15,270,27,0,0,0,0,4
712,19,273,32,0,0,0,0,4
713,20,276,32,0,0,0,0,4
717,0,267,30,0,0,0,0,4
725,0,266,31,0,0,0,0,4
726,0,277,29,0,0,0,0,4
715,0,285,37,0,0,0,0,4
708,31,286,33,0,0,0,0,4
710,39,289,32,0,0,0,0,4
711,46,290,37,0,0,0,0,4
712,56,294,34,0,0,0,0,4
713,46,293,34,0,0,0,0,4
715,48,294,36,0,0,0,0,4
715,37,297,33,0,0,0,0,4
716,51,299,34,0,0,0,0,4
715,53,299,34,0,0,0,0,4
716,50,301,35,0,0,0,0,4
717,56,300,35,0,0,0,0,4
717,53,302,35,0,0,0,0,4
717,56,302,35,0,0,0,0,4
717,63,299,37,0,0,0,0,4
717,63,303,35,0,0,0,0,4
717,66,305,34,0,0,0,0,4
717,63,300,27,0,0,0,0,4
718,61,304,29,0,0,0,0,4
718,48,304,29,0,0,0,0,4
719,52,304,24,0,0,0,0,4
719,45,296,24,0,0,0,0,4
720,44,298,26,0,0,0,0,4
720,40,300,28,0,0,0,0,4
720,36,300,28,0,0,1,0,4
722,22,295,24,0,0,0,0,4
722,62,280,6,0,0,0,0,4
719,55,268,21,0,0,0,0,4
718,0,261,13,0,0,0,0,4
731,3,266,12,0,0,0,0,4
719,57,271,18,0,0,0,0,4
719,66,290,19,0,0,0,0,4
721,72,288,15,0,0,0,0,4
721,74,292,18,0,0,0,0,4
721,73,294,17,0,0,0,0,4
722,74,296,19,0,0,0,0,4
723,72,297,18,0,0,0,0,4
723,74,299,19,0,0,0,0,4
723,73,300,19,0,0,0,0,4
724,76,300,18,0,0,0,0,4
724,77,303,20,0,0,0,0,4
723,76,304,20,0,0,0,0,4
681,45,291,14,0,0,0,0,4
687,0,281,5,0,0,0,0,4
696,36,272,13,0,0,0,0,4
703,36,277,14,0,0,0,0,4
706,37,279,15,0,0,0,0,4
707,33,285,16,0,0,0,0,4
709,43,283,19,0,0,0,0,4
709,44,288,17,0,0,0,0,4
710,39,290,16,0,0,0,0,4
711,43,288,18,0,0,0,0,4
711,38,290,17,0,0,0,0,4
711,36,292,16,0,0,0,0,4
712,36,289,18,0,0,0,0,4
713,35,293,16,0,0,0,0,4
707,14,291,8,0,0,0,0,4
712,29,240,13,0,0,0,0,4
714,34,269,15,0,0,0,0,4
715,32,274,13,0,0,0,0,4
715,40,282,13,0,0,0,0,4
715,42,284,14,0,0,0,0,4
715,44,286,14,0,0,0,0,4
716,44,288,14,0,0,0,0,4
716,41,290,14,0,0,0,0,4
717,40,290,15,0,0,0,0,4
718,43,292,14,0,0,0,0,4
717,37,292,12,0,0,0,0,4
718,42,293,13,0,0,0,0,4
717,40,294,13,0,0,0,0,4
718,40,295,14,0,0,0,0,4
718,43,295,13,0,0,0,0,4
718,38,297,15,0,0,0,0,4
718,42,291,13,0,0,0,0,4
719,58,293,22,0,0,0,0,4
720,56,295,20,0,0,0,0,4
721,62,297,17,0,0,0,0,4
722,63,299,20,0,0,0,0,4
723,52,299,16,0,0,0,0,4
723,57,301,21,0,0,0,0,4
724,63,302,21,0,0,0,0,4
725,64,302,21,0,0,0,0,4
726,64,297,24,0,0,0,0,4
726,62,302,21,0,0,0,0,4
727,66,302,20,0,0,0,0,4
727,70,303,17,0,0,0,0,4
727,70,303,17,0,0,0,0,4
728,69,303,19,0,0,0,0,4
728,49,299,16,0,0,0,0,4
727,26,309,58,0,0,0,0,4
769,88,224,76,0,0,0,0,4
747,331,163,81,0,0,0,0,4
755,142,224,76,0,0,0,0,4
746,227,284,70,0,0,0,0,4
770,11,304,46,0,0,0,0,4
731,220,314,74,0,0,0,0,4
683,754,0,19,0,0,0,13,3
660,761,0,0,0,0,10,16,3
647,675,0,0,0,0,77,59,3
706,746,0,0,0,0,20,12,3
717,761,0,0,0,0,14,43,3
728,772,0,0,0,0,15,26,3
734,778,0,5,0,0,12,14,3
733,777,0,0,0,0,10,20,3
731,775,0,0,0,0,11,10,3
734,775,0,0,0,0,11,15,3
735,776,0,0,0,0,12,12,3
736,776,0,0,0,0,11,15,3
737,777,0,0,0,0,11,13,3
737,778,0,0,0,0,11,16,3
738,777,0,0,0,0,11,15,3
738,777,0,0,0,0,10,26,3
739,779,0,0,0,0,10,38,3
739,780,0,0,0,0,8,61,3
737,781,0,0,0,0,10,39,3
738,781,0,0,0,0,13,50,3
739,782,0,0,0,0,11,21,3
746,787,0,0,0,0,45,23,3
740,791,0,0,0,0,78,79,3
744,793,0,0,0,0,108,45,3
742,791,0,0,0,0,46,21,3
745,798,0,0,0,0,14,34,3
724,787,0,0,0,0,29,52,3
720,782,0,0,0,0,53,64,3
720,783,0,0,0,0,65,59,3
719,780,0,0,0,0,71,56,3
720,780,0,0,0,0,73,57,3
716,786,0,0,0,0,36,63,3
737,798,0,0,0,0,71,6,3
735,801,0,15,0,0,15,9,3
738,798,0,13,0,0,17,7,3
738,802,0,14,0,0,16,13,3
733,797,0,4,0,0,11,9,3
735,792,0,1,0,0,12,9,3
736,789,0,9,0,0,40,10,3
742,799,0,11,0,0,25,9,3
743,798,0,13,0,0,68,5,3
742,802,0,10,0,0,16,9,3
741,804,0,10,0,0,22,33,3
742,806,0,0,0,0,44,60,3
750,793,0,0,0,0,42,19,3
753,798,0,0,0,0,61,7,3
754,795,0,0,0,0,23,6,3
746,806,0,0,0,0,56,34,3
731,776,0,0,0,0,10,47,3
723,782,0,0,0,0,14,63,3
732,787,0,0,0,0,17,39,3
736,788,0,0,0,0,18,37,3
734,790,0,0,0,0,19,39,3
735,789,0,0,0,0,15,39,3
735,790,0,0,0,0,19,41,3
737,791,0,0,0,0,16,38,3
735,793,0,0,0,0,17,65,3
731,794,0,0,0,0,13,77,3
734,793,0,0,0,0,13,37,3
735,794,0,0,0,0,14,43,3
732,793,0,0,0,0,14,44,3
732,795,0,0,0,0,16,43,3
737,792,0,0,0,0,17,45,3
746,783,0,0,0,0,16,39,3
746,785,0,0,0,0,22,53,3
746,789,0,0,0,0,18,61,3
748,790,0,0,0,1,10,56,3
751,788,0,0,0,0,14,57,3
750,788,0,0,0,0,21,53,3
752,790,0,0,0,0,13,49,3
753,791,0,0,0,0,21,52,3
753,792,0,0,0,0,19,52,3
752,792,0,0,0,0,19,55,3
753,793,0,0,0,0,21,54,3
754,791,0,0,0,0,18,56,3
754,792,0,0,0,0,18,62,3
755,793,0,0,0,0,18,62,3
755,793,0,0,0,0,17,63,3
755,794,0,0,0,0,17,63,3
755,794,0,0,0,0,19,59,3
755,795,0,0,0,0,20,63,3
755,794,0,0,0,0,19,61,3
756,793,0,0,0,0,18,55,3
756,794,0,0,0,0,18,57,3
756,795,0,0,0,0,17,65,3
756,795,0,0,0,0,18,68,3
756,795,0,0,0,0,17,69,3
757,795,0,0,0,0,18,68,3
757,796,0,0,0,0,17,70,3
757,796,0,0,0,0,17,69,3
757,795,0,0,0,0,19,64,3
758,796,0,0,0,0,17,68,3
758,796,0,0,0,0,17,68,3
759,795,0,0,0,0,18,65,3
759,795,0,0,0,0,18,66,3
758,796,0,0,0,0,18,68,3
759,796,0,0,0,0,21,66,3
759,796,0,0,0,0,19,61,3
759,797,0,0,0,0,19,68,3
760,797,0,0,0,0,23,61,3
759,797,0,0,0,0,19,72,3
676,775,0,0,0,0,41,59,3
670,731,0,0,0,0,53,53,3
710,770,0,0,0,0,18,40,3
721,776,0,0,0,0,20,47,3
725,778,0,0,0,0,15,41,3
725,781,0,0,0,0,26,50,3
727,783,0,0,0,0,29,57,3
729,787,0,0,0,0,22,59,3
731,786,0,0,0,0,24,62,3
731,788,0,0,0,0,29,60,3
731,788,0,0,0,0,24,62,3
732,789,0,0,0,0,25,64,3
732,789,0,0,0,0,23,64,3
733,789,0,0,0,0,23,65,3
733,789,0,0,0,0,24,65,3
734,790,0,0,0,0,17,66,3
733,790,0,0,0,0,18,66,3
734,791,0,0,0,0,24,65,3
735,791,0,0,0,0,18,66,3
735,791,0,0,0,0,17,67,3
735,791,0,0,0,0,23,66,3
736,791,0,0,0,0,24,66,3
736,792,0,0,0,0,24,67,3
737,792,0,0,0,0,19,67,3
737,791,0,0,0,0,28,63,3
738,789,0,0,0,0,23,50,3
739,788,0,0,0,0,16,50,3
736,792,0,0,0,0,22,51,3
737,794,0,0,0,0,21,54,3
755,782,0,0,0,0,34,24,3
736,788,0,0,0,0,32,34,3
741,784,0,0,0,0,22,28,3
742,790,0,0,0,0,12,41,3
743,789,0,0,0,0,21,37,3
740,793,0,0,0,0,10,52,3
743,793,0,0,0,0,10,64,3
741,784,0,0,0,0,12,56,3
740,791,0,0,0,0,12,59,3
741,792,0,0,0,0,12,61,3
741,793,0,0,0,0,12,62,3
742,792,0,0,0,0,12,58,3
741,792,0,0,0,0,11,58,3
741,793,0,0,0,0,11,63,3
741,793,0,0,0,0,12,63,3
741,793,0,0,0,0,13,60,3
741,793,0,0,0,0,12,61,3
742,793,0,0,0,0,11,62,3
742,792,0,0,0,0,11,62,3
740,791,0,0,0,0,11,58,3
740,794,0,0,0,0,13,62,3
740,794,0,0,0,0,13,66,3
742,795,0,0,0,0,12,64,3
741,796,0,0,0,0,13,66,3
741,793,0,0,0,0,11,66,3
742,795,0,0,0,0,12,66,3
742,794,0,0,0,0,13,65,3
742,795,0,0,0,0,13,67,3
742,795,0,0,0,0,13,67,3
742,795,0,0,0,0,13,68,3
742,794,0,0,0,0,13,65,3
742,795,0,0,0,0,13,65,3
743,795,0,0,0,0,14,64,3
749,800,0,0,0,0,13,18,3
744,797,0,0,0,0,10,42,3
744,797,0,0,0,0,11,42,3
745,797,0,0,0,0,13,34,3
744,798,0,0,0,0,12,42,3
744,798,0,0,0,0,14,45,3
744,796,0,0,0,0,14,33,3
742,796,0,0,0,0,10,50,3
743,797,0,0,0,0,11,51,3
744,796,0,0,0,0,13,40,3
745,789,0,0,0,0,11,50,3
746,794,0,0,0,0,10,50,3
746,795,0,0,0,0,12,41,3
747,797,0,0,0,0,12,50,3
747,798,0,0,0,0,12,55,3
746,799,0,0,0,0,13,56,3
747,799,0,0,0,0,12,46,3
746,800,0,0,0,0,11,56,3
746,801,0,0,0,0,12,48,3
746,801,0,0,0,0,11,39,3
746,801,0,0,0,0,11,51,3
746,802,0,0,0,0,12,52,3
747,802,0,0,0,0,12,43,3
747,802,0,0,0,0,11,48,3
747,802,0,0,0,0,11,53,3
746,802,0,0,0,0,12,41,3
747,803,0,0,0,0,11,45,3
747,803,0,0,0,0,10,47,3
747,803,0,0,0,0,11,47,3
747,803,0,0,0,0,10,45,3
747,804,0,0,0,0,12,45,3
747,804,0,0,0,0,12,53,3
747,804,0,0,0,0,12,45,3
748,804,0,0,0,0,13,44,3
747,804,0,0,0,0,11,55,3
748,804,0,0,0,0,12,48,3
748,805,0,0,0,0,12,43,3
747,805,0,0,0,0,12,50,3
748,805,0,0,0,0,12,46,3
748,805,0,0,0,0,12,40,3
748,806,0,0,0,0,12,47,3
747,805,0,0,0,0,13,44,3
755,800,0,0,0,0,18,31,3
762,802,0,0,0,0,14,31,3
763,803,0,0,0,0,14,40,3
763,803,0,0,0,0,19,32,3
763,804,0,0,0,0,13,36,3
763,804,0,0,0,0,14,38,3
763,804,0,0,0,0,17,34,3
764,805,0,0,0,0,15,36,3
764,805,0,0,0,0,15,38,3
764,806,0,0,0,0,18,33,3
764,806,0,0,0,0,12,37,3
764,806,0,0,0,0,14,39,3
764,806,0,0,0,0,16,32,3
764,807,0,0,0,0,14,37,3
764,807,0,0,0,0,14,38,3
764,806,0,0,0,0,16,34,3
764,807,0,0,0,0,14,37,3
764,807,0,0,0,0,14,38,3
764,807,0,0,0,0,14,35,3
764,807,0,0,0,0,13,37,3
745,807,0,0,0,0,14,39,3
764,806,0,0,0,0,14,38,3
765,807,0,0,0,0,14,35,3
765,807,0,0,0,0,15,39,3
765,807,0,0,0,0,14,34,3
766,807,0,0,0,0,10,32,3
766,807,0,0,0,0,10,40,3
766,807,0,0,0,0,10,48,3
766,807,0,0,0,0,11,41,3
765,806,0,0,0,0,10,36,3
766,807,0,0,0,0,9,43,3
766,807,0,0,0,0,10,41,3
766,807,0,0,0,0,10,35,3
766,807,0,0,0,0,8,39,3
766,807,0,0,0,0,12,36,3
765,807,0,0,0,0,11,37,3
765,807,0,0,0,0,10,41,3
766,808,0,0,0,0,10,39,3
765,808,0,0,0,0,13,32,3
765,809,0,0,0,0,10,38,3
765,808,0,0,0,0,10,45,3
765,808,0,0,0,0,14,35,3
765,809,0,0,0,0,12,39,3
765,809,0,0,0,0,12,45,3
766,808,0,0,0,0,13,37,3
765,808,0,0,0,0,12,37,3
765,809,0,0,0,0,11,45,3
766,808,0,0,0,0,13,37,3
766,809,0,0,0,0,11,39,3
765,809,0,0,0,0,11,42,3
765,809,0,0,0,0,11,45,3
765,809,0,0,0,0,14,37,3
765,810,0,0,0,0,12,38,3
765,810,0,0,0,0,11,46,3
766,809,0,0,0,0,13,38,3
766,810,0,0,0,0,11,37,3
765,810,0,0,0,0,12,43,3
765,810,0,0,0,0,11,39,3
760,809,0,0,0,0,12,38,3
766,810,0,0,0,0,10,42,3
766,810,0,0,0,0,9,45,3
767,809,0,0,0,0,13,40,3
766,810,0,0,0,0,9,45,3
766,809,0,0,0,0,8,51,3
766,810,0,0,0,0,14,42,3
766,811,0,0,0,0,10,42,3
766,811,0,0,0,0,11,51,3
768,809,0,0,0,0,20,31,3
767,810,0,0,0,0,13,39,3
766,811,0,0,0,0,9,57,3
766,810,0,0,0,0,12,48,3
766,810,0,0,0,0,12,57,3
766,810,0,0,0,1,11,59,3
767,811,0,0,0,0,11,54,3
767,810,0,0,0,0,11,42,3
767,811,0,0,0,0,12,54,3
767,811,0,0,0,0,11,53,3
767,811,0,0,0,0,10,54,3
766,811,0,0,0,0,13,56,3
766,811,0,0,0,0,11,54,3
771,818,0,0,0,0,12,47,3
773,821,0,0,0,0,10,76,3
771,818,0,0,0,0,13,69,3
756,807,0,0,0,0,21,27,3
762,811,0,0,0,0,10,29,3
763,811,0,0,0,0,8,30,3
764,811,0,0,0,0,16,33,3
764,811,0,0,0,0,15,31,3
764,812,0,0,0,0,13,33,3
764,812,0,0,0,0,23,43,3
765,812,0,0,0,0,23,42,3
765,813,0,0,0,0,23,44,3
765,812,0,0,0,0,20,47,3
766,814,0,0,0,0,22,38,3
766,813,0,0,0,0,22,39,3
766,814,0,0,0,0,15,37,3
772,819,0,0,0,0,41,11,3
773,820,0,0,0,0,60,9,3
770,819,0,0,0,0,19,45,3
768,819,0,0,0,0,15,65,3
769,819,0,0,0,0,9,60,3
770,820,0,0,0,0,13,65,3
769,820,0,0,0,0,11,70,3
770,820,0,0,0,0,12,65,3
770,819,0,0,0,0,8,55,3
770,815,0,0,0,0,10,53,3
770,812,0,0,0,0,11,45,3
771,812,0,0,0,0,10,52,3
770,813,0,0,0,0,8,51,3
771,813,0,0,0,0,11,51,3
770,815,0,0,0,0,19,58,3
768,814,0,0,0,0,20,69,3
769,814,0,0,0,0,21,69,3
769,814,0,0,0,0,21,63,3
769,814,0,0,0,0,21,66,3
769,815,0,0,0,0,20,71,3
769,814,0,0,0,0,20,68,3
769,816,0,0,0,0,20,71,3
769,815,0,0,0,0,10,72,3
770,816,0,0,0,0,20,65,3
669,884,0,0,0,0,0,0,0
1,554,85,80,0,0,0,6,0
541,555,82,81,0,0,0,6,0
548,558,83,80,0,0,0,6,0
526,560,82,79,0,0,0,5,0
558,558,80,72,0,0,0,5,0
561,559,79,76,0,0,0,7,0
563,560,81,77,0,0,0,6,0
0,567,133,135,0,6,0,0,0
0,32,0,0,51,73,0,0,0
469,514,255,142,113,13,0,0,0
457,521,256,145,32,13,0,0,0
463,509,240,137,5,18,0,0,0
